"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL3682602";"";"None";"530.57";"2";"6.06";"BDBM151690";"Cc1c(N(Cc2ccc(OC(F)(F)F)cc2)S(=O)(=O)c2ccc(C(C)(C)O)cc2)ncc2ccccc12";"IC50";"'='";"62.0";"nM";"7.21";"";"291750";"UO_0000065";"13.58";"0.27";"1.15";"9.04";"0";"CHEMBL3705684";"Inhibition Assay: The functional activity of compounds was determined by measuring changes in intracellular calcium concentration using a Ca2+ sensitive fluorescent dye. The changes in fluorescent signal were monitored by the cell imaging technology by Hamamatsu Photonics's Functional Drug Screening System (FDSS). Increases in intracellular Ca2+ concentration were readily detected upon activation with menthol.HEK293 cells stably expressing human TRPM8 were grown in flasks. On assay day, the culture medium was removed, and cells were washed with phosphate-buffered saline (PBS) and harvested with PBS containing 2 mM ethylenediaminetetraacetic acid, disodium salt (EDTA, 2Na). The cells were then incubated with assay buffer containing 3 uM Fura-2AM and 0.01% Pluronic F-127 for 60 min. Subsequently, suspended 20,000 to 50,000 cells per well were incubated with test compound (at varying concentrations) in each well for 20 min at 37 C.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638696";"37";"BindingDB Database";"";"2015";"CHEMBL3307715";"";"";""
"CHEMBL3687379";"";"None";"540.56";"2";"6.28";"BDBM151772";"Cc1cc2ccccc2nc1N(Cc1ccc(F)c(C(F)(F)C2CC2)c1)S(=O)(=O)c1ccc(C(=O)O)cc1";"IC50";"'='";"9.6";"nM";"8.02";"";"291832";"UO_0000065";"14.83";"0.29";"1.74";"9.16";"0";"CHEMBL3705684";"Inhibition Assay: The functional activity of compounds was determined by measuring changes in intracellular calcium concentration using a Ca2+ sensitive fluorescent dye. The changes in fluorescent signal were monitored by the cell imaging technology by Hamamatsu Photonics's Functional Drug Screening System (FDSS). Increases in intracellular Ca2+ concentration were readily detected upon activation with menthol.HEK293 cells stably expressing human TRPM8 were grown in flasks. On assay day, the culture medium was removed, and cells were washed with phosphate-buffered saline (PBS) and harvested with PBS containing 2 mM ethylenediaminetetraacetic acid, disodium salt (EDTA, 2Na). The cells were then incubated with assay buffer containing 3 uM Fura-2AM and 0.01% Pluronic F-127 for 60 min. Subsequently, suspended 20,000 to 50,000 cells per well were incubated with test compound (at varying concentrations) in each well for 20 min at 37 C.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638696";"37";"BindingDB Database";"";"2015";"CHEMBL3307715";"";"";""
"CHEMBL3682590";"";"None";"570.47";"2";"6.25";"BDBM151678";"O=C(O)c1ccc(S(=O)(=O)N(Cc2ccc(OC(F)(F)F)cc2)c2ncc3ccccc3c2C(F)(F)F)cc1";"IC50";"'='";"2.0";"nM";"8.70";"";"291738";"UO_0000065";"15.25";"0.30";"2.45";"8.99";"0";"CHEMBL3705684";"Inhibition Assay: The functional activity of compounds was determined by measuring changes in intracellular calcium concentration using a Ca2+ sensitive fluorescent dye. The changes in fluorescent signal were monitored by the cell imaging technology by Hamamatsu Photonics's Functional Drug Screening System (FDSS). Increases in intracellular Ca2+ concentration were readily detected upon activation with menthol.HEK293 cells stably expressing human TRPM8 were grown in flasks. On assay day, the culture medium was removed, and cells were washed with phosphate-buffered saline (PBS) and harvested with PBS containing 2 mM ethylenediaminetetraacetic acid, disodium salt (EDTA, 2Na). The cells were then incubated with assay buffer containing 3 uM Fura-2AM and 0.01% Pluronic F-127 for 60 min. Subsequently, suspended 20,000 to 50,000 cells per well were incubated with test compound (at varying concentrations) in each well for 20 min at 37 C.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638696";"37";"BindingDB Database";"";"2015";"CHEMBL3307715";"";"";""
"CHEMBL3682593";"";"None";"544.51";"2";"5.43";"BDBM151681";"CC(=O)c1c(N(Cc2ccc(OC(F)(F)F)cc2)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12";"IC50";"'='";"14.0";"nM";"7.85";"";"291741";"UO_0000065";"14.42";"0.28";"2.42";"6.90";"0";"CHEMBL3705684";"Inhibition Assay: The functional activity of compounds was determined by measuring changes in intracellular calcium concentration using a Ca2+ sensitive fluorescent dye. The changes in fluorescent signal were monitored by the cell imaging technology by Hamamatsu Photonics's Functional Drug Screening System (FDSS). Increases in intracellular Ca2+ concentration were readily detected upon activation with menthol.HEK293 cells stably expressing human TRPM8 were grown in flasks. On assay day, the culture medium was removed, and cells were washed with phosphate-buffered saline (PBS) and harvested with PBS containing 2 mM ethylenediaminetetraacetic acid, disodium salt (EDTA, 2Na). The cells were then incubated with assay buffer containing 3 uM Fura-2AM and 0.01% Pluronic F-127 for 60 min. Subsequently, suspended 20,000 to 50,000 cells per well were incubated with test compound (at varying concentrations) in each well for 20 min at 37 C.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638696";"37";"BindingDB Database";"";"2015";"CHEMBL3307715";"";"";""
"CHEMBL3682594";"";"None";"546.52";"2";"5.28";"BDBM151682";"CC(O)c1c(N(Cc2ccc(OC(F)(F)F)cc2)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12";"IC50";"'='";"25.0";"nM";"7.60";"";"291742";"UO_0000065";"13.91";"0.27";"2.32";"6.50";"0";"CHEMBL3705684";"Inhibition Assay: The functional activity of compounds was determined by measuring changes in intracellular calcium concentration using a Ca2+ sensitive fluorescent dye. The changes in fluorescent signal were monitored by the cell imaging technology by Hamamatsu Photonics's Functional Drug Screening System (FDSS). Increases in intracellular Ca2+ concentration were readily detected upon activation with menthol.HEK293 cells stably expressing human TRPM8 were grown in flasks. On assay day, the culture medium was removed, and cells were washed with phosphate-buffered saline (PBS) and harvested with PBS containing 2 mM ethylenediaminetetraacetic acid, disodium salt (EDTA, 2Na). The cells were then incubated with assay buffer containing 3 uM Fura-2AM and 0.01% Pluronic F-127 for 60 min. Subsequently, suspended 20,000 to 50,000 cells per well were incubated with test compound (at varying concentrations) in each well for 20 min at 37 C.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638696";"37";"BindingDB Database";"";"2015";"CHEMBL3307715";"";"";""
"CHEMBL3682601";"";"None";"545.54";"2";"5.13";"BDBM151689";"CONC(=O)c1ccc(S(=O)(=O)N(Cc2ccc(OC(F)(F)F)cc2)c2ncc3ccccc3c2C)cc1";"IC50";"'='";"13.0";"nM";"7.89";"";"291749";"UO_0000065";"14.46";"0.28";"2.76";"8.06";"0";"CHEMBL3705684";"Inhibition Assay: The functional activity of compounds was determined by measuring changes in intracellular calcium concentration using a Ca2+ sensitive fluorescent dye. The changes in fluorescent signal were monitored by the cell imaging technology by Hamamatsu Photonics's Functional Drug Screening System (FDSS). Increases in intracellular Ca2+ concentration were readily detected upon activation with menthol.HEK293 cells stably expressing human TRPM8 were grown in flasks. On assay day, the culture medium was removed, and cells were washed with phosphate-buffered saline (PBS) and harvested with PBS containing 2 mM ethylenediaminetetraacetic acid, disodium salt (EDTA, 2Na). The cells were then incubated with assay buffer containing 3 uM Fura-2AM and 0.01% Pluronic F-127 for 60 min. Subsequently, suspended 20,000 to 50,000 cells per well were incubated with test compound (at varying concentrations) in each well for 20 min at 37 C.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638696";"37";"BindingDB Database";"";"2015";"CHEMBL3307715";"";"";""
"CHEMBL3687332";"";"None";"521.57";"1";"5.61";"BDBM151724";"CCn1c(CN(c2ncc3ccccc3c2C)S(=O)(=O)c2ccc(C(=O)[O-])cc2)cc2ccccc21.[Na+]";"IC50";"'='";"38.0";"nM";"7.42";"";"291784";"UO_0000065";"14.85";"0.28";"1.81";"8.02";"0";"CHEMBL3705684";"Inhibition Assay: The functional activity of compounds was determined by measuring changes in intracellular calcium concentration using a Ca2+ sensitive fluorescent dye. The changes in fluorescent signal were monitored by the cell imaging technology by Hamamatsu Photonics's Functional Drug Screening System (FDSS). Increases in intracellular Ca2+ concentration were readily detected upon activation with menthol.HEK293 cells stably expressing human TRPM8 were grown in flasks. On assay day, the culture medium was removed, and cells were washed with phosphate-buffered saline (PBS) and harvested with PBS containing 2 mM ethylenediaminetetraacetic acid, disodium salt (EDTA, 2Na). The cells were then incubated with assay buffer containing 3 uM Fura-2AM and 0.01% Pluronic F-127 for 60 min. Subsequently, suspended 20,000 to 50,000 cells per well were incubated with test compound (at varying concentrations) in each well for 20 min at 37 C.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638696";"37";"BindingDB Database";"";"2015";"CHEMBL3307715";"";"";""
"CHEMBL5269673";"";"None";"251.28";"0";"3.25";"45";"CCC(=O)c1sc(-c2cccc(F)c2)nc1O";"IC50";"'='";"29.0";"nM";"7.54";"";"";"UO_0000065";"30.00";"0.61";"4.29";"15.02";"0";"CHEMBL5265491";"Inhibition of human TRPM8 expressed in HEK293 cells assessed as reduction in ethyl 4-methoxy-2-phenylthiazole-5-carboxylate induced Ca2+ efflux preincubated for 5 mins followed by ethyl 4-methoxy-2-phenylthiazole-5-carboxylate addition and measured for 3 mins by FLIPR assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5260854";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 0.1333 hr";"INHIBITOR";""
"CHEMBL5284452";"";"None";"308.33";"0";"2.13";"56";"O=C(c1sc(-c2cccc(F)c2)nc1O)N1CCOCC1";"IC50";"'='";"12200.0";"nM";"4.91";"";"";"UO_0000065";"15.94";"0.32";"2.78";"7.84";"0";"CHEMBL5265491";"Inhibition of human TRPM8 expressed in HEK293 cells assessed as reduction in ethyl 4-methoxy-2-phenylthiazole-5-carboxylate induced Ca2+ efflux preincubated for 5 mins followed by ethyl 4-methoxy-2-phenylthiazole-5-carboxylate addition and measured for 3 mins by FLIPR assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5260854";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 0.1333 hr";"INHIBITOR";""
"CHEMBL5286892";"";"None";"292.32";"0";"2.00";"59";"O=C(c1sc(-c2ccccc2O)nc1O)N1CCCO1";"IC50";"'='";"11.0";"nM";"7.96";"";"";"UO_0000065";"27.23";"0.54";"5.96";"9.60";"0";"CHEMBL5265491";"Inhibition of human TRPM8 expressed in HEK293 cells assessed as reduction in ethyl 4-methoxy-2-phenylthiazole-5-carboxylate induced Ca2+ efflux preincubated for 5 mins followed by ethyl 4-methoxy-2-phenylthiazole-5-carboxylate addition and measured for 3 mins by FLIPR assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5260854";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 0.1333 hr";"INHIBITOR";""
"CHEMBL4749804";"";"None";"388.44";"0";"4.18";"13k";"NC(=O)[C@@H](c1ccccc1)N(C(=O)c1ccccc1)[C@@H]1CCc2c(F)cccc21";"IC50";"'='";"120.0";"nM";"6.92";"";"";"UO_0000065";"17.82";"0.33";"2.74";"10.92";"0";"CHEMBL4688478";"Antagonist activity at human TRPM8 transfected in HEK293T cells assessed as reduction in menthol-induced calcium influx measured after 60 mins by Fluo-4 AM dye based fluorescence analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293T";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4680310";"1";"Scientific Literature";"Bioorg Med Chem";"2021";"None";"TIME = 1.0 hr";"ANTAGONIST";""
"CHEMBL4791592";"";"None";"410.42";"0";"4.10";"13p";"C[C@H](c1cc(F)cc(F)c1)N(C(=O)c1ccccc1O)[C@@H](C(N)=O)c1ccccc1";"IC50";"'='";"50.0";"nM";"7.30";"";"";"UO_0000065";"17.79";"0.33";"3.20";"8.73";"0";"CHEMBL4688478";"Antagonist activity at human TRPM8 transfected in HEK293T cells assessed as reduction in menthol-induced calcium influx measured after 60 mins by Fluo-4 AM dye based fluorescence analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293T";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4680310";"1";"Scientific Literature";"Bioorg Med Chem";"2021";"None";"TIME = 1.0 hr";"ANTAGONIST";""
"CHEMBL4758145";"";"None";"404.90";"0";"4.70";"13l";"NC(=O)[C@@H](c1ccccc1)N(C(=O)c1ccccc1)[C@@H]1CCc2c(Cl)cccc21";"IC50";"'='";"720.0";"nM";"6.14";"";"";"UO_0000065";"15.17";"0.29";"1.44";"9.69";"0";"CHEMBL4688478";"Antagonist activity at human TRPM8 transfected in HEK293T cells assessed as reduction in menthol-induced calcium influx measured after 60 mins by Fluo-4 AM dye based fluorescence analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293T";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4680310";"1";"Scientific Literature";"Bioorg Med Chem";"2021";"None";"TIME = 1.0 hr";"ANTAGONIST";""
"CHEMBL4745090";"";"None";"384.48";"0";"4.43";"13e";"NC(=O)[C@@H](c1ccccc1)N(C(=O)c1ccccc1)[C@@H]1CCCc2ccccc21";"IC50";"'='";"1400.0";"nM";"5.85";"";"";"UO_0000065";"15.23";"0.28";"1.42";"9.23";"0";"CHEMBL4688478";"Antagonist activity at human TRPM8 transfected in HEK293T cells assessed as reduction in menthol-induced calcium influx measured after 60 mins by Fluo-4 AM dye based fluorescence analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293T";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4680310";"1";"Scientific Literature";"Bioorg Med Chem";"2021";"None";"TIME = 1.0 hr";"ANTAGONIST";""
"CHEMBL422704";"CANNABICHROMENE";"None";"314.47";"1";"6.04";"12; CBC";"CCCCCc1cc(O)c2c(c1)OC(C)(CCC=C(C)C)C=C2";"IC50";"'='";"40700.0";"nM";"4.39";"";"";"UO_0000065";"13.96";"0.26";"-1.65";"14.90";"0";"CHEMBL5096642";"Antagonist activity at TRPM8 (unknown origin) ion channel";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5096151";"1";"Scientific Literature";"J Nat Prod";"2021";"None";"";"AGONIST";""
"CHEMBL65312";"";"None";"249.29";"0";"2.69";"5";"CCOC(=O)c1sc(-c2ccccc2)nc1O";"IC50";"'='";"32.0";"nM";"7.50";"";"";"UO_0000065";"30.06";"0.60";"4.80";"12.61";"0";"CHEMBL5265491";"Inhibition of human TRPM8 expressed in HEK293 cells assessed as reduction in ethyl 4-methoxy-2-phenylthiazole-5-carboxylate induced Ca2+ efflux preincubated for 5 mins followed by ethyl 4-methoxy-2-phenylthiazole-5-carboxylate addition and measured for 3 mins by FLIPR assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5260854";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 0.1333 hr";"INHIBITOR";""
"CHEMBL5277486";"";"None";"263.32";"0";"3.00";"10";"CCOC(=O)c1sc(-c2ccccc2)nc1OC";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5265491";"Inhibition of human TRPM8 expressed in HEK293 cells assessed as reduction in ethyl 4-methoxy-2-phenylthiazole-5-carboxylate induced Ca2+ efflux preincubated for 5 mins followed by ethyl 4-methoxy-2-phenylthiazole-5-carboxylate addition and measured for 3 mins by FLIPR assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5260854";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 0.1333 hr";"";""
"CHEMBL5273671";"";"None";"283.74";"0";"3.35";"18";"CCOC(=O)c1sc(-c2cccc(Cl)c2)nc1O";"IC50";"'='";"1300.0";"nM";"5.89";"";"";"UO_0000065";"20.74";"0.45";"2.54";"9.91";"0";"CHEMBL5265491";"Inhibition of human TRPM8 expressed in HEK293 cells assessed as reduction in ethyl 4-methoxy-2-phenylthiazole-5-carboxylate induced Ca2+ efflux preincubated for 5 mins followed by ethyl 4-methoxy-2-phenylthiazole-5-carboxylate addition and measured for 3 mins by FLIPR assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5260854";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 0.1333 hr";"INHIBITOR";""
"CHEMBL5286159";"";"None";"267.67";"0";"2.88";"21";"CCOC(=O)c1oc(-c2ccc(Cl)cc2)nc1O";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5265491";"Inhibition of human TRPM8 expressed in HEK293 cells assessed as reduction in ethyl 4-methoxy-2-phenylthiazole-5-carboxylate induced Ca2+ efflux preincubated for 5 mins followed by ethyl 4-methoxy-2-phenylthiazole-5-carboxylate addition and measured for 3 mins by FLIPR assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5260854";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 0.1333 hr";"";""
"CHEMBL5280890";"";"None";"477.48";"1";"5.61";"23";"CCn1c(N(Cc2ccc(C(F)(F)F)cc2)S(=O)(=O)c2ccccc2)nc2cc(F)ccc21";"IC50";"'='";"6.0";"nM";"8.22";"";"";"UO_0000065";"17.22";"0.34";"2.61";"14.89";"0";"CHEMBL5253446";"Antagonist activity at human TRMP8 incubated for 24 hrs";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5252528";"1";"Scientific Literature";"J Med Chem";"2016";"None";"TIME = 24.0 hr";"ANTAGONIST";""
"CHEMBL258502";"";"None";"366.46";"0";"4.29";"51; SKF-96365";"COc1ccc(CCCOC(Cn2ccnc2)c2ccc(OC)cc2)cc1";"IC50";"'='";"800.0";"nM";"6.10";"";"";"UO_0000065";"16.64";"0.31";"1.81";"13.40";"0";"CHEMBL5253448";"Antagonist activity at TRPM8 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5252528";"1";"Scientific Literature";"J Med Chem";"2016";"None";"";"ANTAGONIST";""
